Date,DOY,Site,Latitude,Longitude,Soil order,Soil suborder,Form,Maturity,Health status,Species,Family,Rep,Leaf,Time,Tleaf,Photo,Cond,Ci,Trmmol,VpdL,Tair,TBlk,CO2R,CiCa,CO2S,Methods
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.893,37.072,4.564,0.072,258.5,2.986,4.029,38.931,40.053,390.7,0.662,383.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.932,33.955,8.507,0.096,219.3,2.801,2.87,33.986,33.995,390.8,0.561,379.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,13.085,38.44,3.866,0.042,212.3,2.007,4.607,40.383,42.01,390.8,0.543,385.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.252,35.192,4.474,0.078,272.4,2.642,3.306,35.699,36.151,390.9,0.697,384.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.874,37.776,6.849,0.092,236.5,3.908,4.165,39.111,40.059,390.9,0.605,381,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.95,34.56,6.549,0.079,230.3,2.494,3.094,33.996,34.001,391,0.589,382.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.179,34.741,4.269,0.049,226.7,1.653,3.275,35.379,36.151,391,0.58,386.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.266,35.341,2.849,0.051,276,1.806,3.459,35.755,36.149,391,0.706,385.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.229,35.507,5.807,0.116,281.1,3.826,3.269,35.648,36.151,391,0.719,382,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.966,33.973,7.881,0.096,230.7,2.812,2.885,33.982,33.995,391.2,0.59,385.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.199,34.853,3.73,0.035,197.8,1.224,3.366,35.468,36.151,391.2,0.506,380.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.223,35.023,5.963,0.075,235.5,2.504,3.271,35.612,36.153,391.2,0.602,382.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.209,35.066,3.807,0.045,230.1,1.565,3.393,35.516,36.152,391.2,0.588,386.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.986,33.904,8.374,0.113,242.3,3.208,2.819,33.976,33.999,391.3,0.619,384.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.977,34.267,4.653,0.055,230.9,1.746,3.096,33.989,33.997,391.3,0.59,381.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.158,34.387,6.912,0.084,231.3,2.61,3.046,35.12,36.21,391.3,0.591,379.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.994,34.541,6.078,0.103,278.9,3.152,3.021,33.992,34.002,391.4,0.713,383.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.146,34.179,6.975,0.086,233.3,2.607,2.984,34.524,34.98,391.6,0.596,384.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.055,34.549,5.25,0.062,229.4,1.997,3.154,34.053,33.999,391.6,0.586,382.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.034,34.08,7.892,0.088,219.5,2.641,2.941,34.051,33.992,391.7,0.56,383.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.089,34.329,5.437,0.11,285.3,3.259,2.94,34.057,33.993,391.7,0.728,381.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.493,32.747,7.562,0.075,205.1,2.003,2.606,32.292,32.042,391.9,0.523,381,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.5,32.76,9.555,0.133,246.2,3.267,2.464,32.281,32.043,391.9,0.628,379,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.044,33.998,7.903,0.108,244.9,3.119,2.862,34.041,33.998,391.9,0.625,381.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.404,32.333,13.514,0.242,266.5,5.016,2.144,32.377,32.036,392,0.68,379.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.125,33.65,8.178,0.205,297.7,5.089,2.537,33.974,33.994,392,0.759,373.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.434,32.199,10.615,0.157,252.9,3.544,2.269,32.268,32.038,392.1,0.645,377.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.468,32.39,10.497,0.155,252.1,3.557,2.318,32.23,32.043,392.1,0.643,387.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.103,34.718,3.289,0.037,228,1.269,3.284,34.064,33.994,392.1,0.581,377.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.284,28.343,10.234,0.212,288.6,2.936,1.43,27.005,26,392.2,0.736,380.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.301,28.371,10.515,0.216,287.4,2.991,1.433,27.019,25.994,392.2,0.733,377,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.442,32.152,11.305,0.16,246.7,3.564,2.25,32.247,32.043,392.2,0.629,378.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.425,32.371,9.121,0.155,268.3,3.557,2.319,32.318,32.04,392.2,0.684,379.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,12.115,33.462,7.977,0.224,305.5,5.342,2.447,34.002,33.998,392.2,0.779,378.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.452,32.467,6.218,0.084,248.9,2.129,2.5,32.231,32.04,392.3,0.634,383.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.322,28.639,10.119,0.237,297.5,3.313,1.455,27.077,25.998,392.4,0.758,378.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.435,29.355,11.317,0.182,263.7,2.951,1.658,28.775,28.13,392.4,0.672,377.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.413,32.39,11.56,0.173,252.1,3.901,2.289,32.356,32.04,392.4,0.642,377.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.461,32.569,11.232,0.177,258.1,4.036,2.31,32.237,32.044,392.4,0.658,376.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.346,29.059,10.135,0.173,271.9,2.761,1.624,28.467,28.151,392.5,0.693,379.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.45,29.506,11.831,0.19,262.7,3.108,1.675,29.109,29.304,392.5,0.669,376.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.413,29.703,9.129,0.14,262.1,2.489,1.792,28.782,28.144,392.5,0.668,380.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.466,29.386,14.042,0.348,294.2,4.722,1.463,29.392,29.133,392.6,0.749,373.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.399,29.416,11.026,0.184,267.9,3.04,1.689,28.726,28.144,392.7,0.682,378.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.377,29.477,8.729,0.146,271.7,2.537,1.755,28.705,28.151,392.7,0.692,381.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.484,29.689,10.038,0.226,294.1,3.63,1.661,29.52,29.115,392.8,0.749,379.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.52,30.174,10.031,0.193,281.7,3.411,1.808,29.575,29.121,393,0.717,379.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.224,28.634,10.5,0.176,270.9,2.644,1.531,26.942,25.997,393.2,0.689,379.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.039,30.565,11.113,0.29,301.7,4.676,1.701,30.513,30.102,393.3,0.767,379.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.047,30.785,9.523,0.299,314.1,4.894,1.732,30.542,30.101,393.3,0.799,377.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.03,30.518,10.835,0.314,308.4,4.911,1.662,30.46,30.098,393.5,0.784,378.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.2,27.995,9.732,0.226,299.3,2.939,1.353,26.969,25.997,393.7,0.76,380.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.023,30.247,10.298,0.299,309.8,4.601,1.631,30.412,30.101,393.7,0.787,379.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.004,30.58,8.417,0.2,300.4,3.574,1.835,29.837,29.125,394,0.762,382.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,11.014,30.716,9.818,0.263,305.8,4.448,1.767,30.189,30.281,394,0.776,380.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.181,28.078,9.949,0.253,305.4,3.227,1.337,26.975,25.999,394.1,0.775,379.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.978,30.463,10.745,0.255,297,4.216,1.725,29.842,29.107,394.1,0.754,380.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,10.167,28.07,12.045,0.402,317.3,4.398,1.2,26.965,26.002,394.4,0.805,377.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.214,26.723,9.274,0.216,311.8,2.269,1.087,25.185,24.029,403.3,0.773,391.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.144,26.415,7.296,0.175,317.7,1.832,1.072,25.17,24.033,403.9,0.787,394.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.1,26.868,6.348,0.146,316.7,1.706,1.183,25.154,24.03,404.7,0.783,396.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.174,26.552,9.832,0.347,336.1,3.066,0.956,25.194,24.033,405.2,0.829,392,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.071,26.827,7.591,0.382,353.1,3.424,0.978,25.176,24.034,405.3,0.871,394.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.042,26.254,7.588,0.26,339.7,2.418,0.98,25.142,24.03,406.3,0.836,396.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,9.005,26.97,12.189,0.189,276.2,2.141,1.165,25.133,24.033,407.4,0.678,391.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,8.886,26.62,9.847,0.212,309.5,2.25,1.1,25.162,24.037,408,0.759,395.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,8.944,26.423,10.99,0.278,320,2.623,0.999,25.119,24.035,408.9,0.783,394.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Adelphia platyrachis,Malpighiaceae,1,100,8.918,26.13,10.925,0.465,347.4,3.5,0.844,25.14,24.029,410.2,0.847,395.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,13.148,39.513,1.625,0.014,175.7,1.63,4.92,42.11,44.16,390.2,0.45,387.92,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,13.17,39.108,3.8,0.032,168.4,0.71,5.18,42.12,44.16,390.3,0.431,375.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.873,32.029,13.416,0.194,243.5,3.38,2.51,32.17,32.04,390.4,0.624,372.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.846,32.522,14.819,0.199,232.2,5.51,2.23,32.33,32.04,390.4,0.595,370.76,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.961,32.706,14.25,0.25,260.1,5.13,2.35,33.63,34,390.4,0.666,370.54,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.831,32.003,17.941,0.274,242.1,6.41,2.13,33.61,34,390.5,0.62,376.01,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.987,32.292,10.114,0.225,286.4,4.75,2.44,32.27,32.04,390.5,0.733,366.51,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.801,31.99,17.925,0.272,241.5,5.7,2.18,32.3,32.04,390.6,0.618,375.66,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.898,32.15,11.152,0.135,225.6,4.32,2.4,32.26,32.04,390.6,0.578,366.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Bignonia corymbosa,Bignoniaceae,1,100,10.818,32.092,16.385,0.258,247.6,4.45,2.34,32.17,32.04,390.7,0.634,377.75,see Slot & Winter 2017. doi: 10.1111/nph.14469
